date,direction,clean_amount,description,raw,category
2024-07-06,OUT,20,"Airtime Purchase                  Completed                                           -20.00            4,253.48","SG63R2I56P         2024-07-06 11:50:25   Airtime Purchase                  Completed                                           -20.00            4,253.48",Airtime/Data
2024-07-06,OUT,90,"Customer Transfer to -            Completed                                           -90.00            4,273.48","SG65R1ZVDD         2024-07-06 11:46:37   Customer Transfer to -            Completed                                           -90.00            4,273.48",Personal Transfers
2024-07-06,OUT,10,"Merchant Payment to 6299280 - Completed                                               -10.00            4,363.48","SG62R1BNWS         2024-07-06 11:41:28   Merchant Payment to 6299280 - Completed                                               -10.00            4,363.48",Other Merchant Payment
2024-07-06,OUT,65,"Merchant Payment to 6299280 - Completed                                               -65.00            4,373.48","SG64R11UJ6         2024-07-06 11:39:22   Merchant Payment to 6299280 - Completed                                               -65.00            4,373.48",Other Merchant Payment
2024-07-05,OUT,110,"Merchant Payment to 6762540 -     Completed                                          -110.00            4,438.48","SG51PP8U21         2024-07-05 21:47:06   Merchant Payment to 6762540 -     Completed                                          -110.00            4,438.48",Other Merchant Payment
2024-07-05,OUT,7,"Customer Transfer of Funds        Completed                                            -7.00            4,548.48","SG55P3N81Z         2024-07-05 19:38:54   Customer Transfer of Funds        Completed                                            -7.00            4,548.48",Uncategorized
2024-07-05,OUT,500,"Customer Transfer to -            Completed                                          -500.00            4,555.48","SG55P3N81Z         2024-07-05 19:38:54   Customer Transfer to -            Completed                                          -500.00            4,555.48",Personal Transfers
2024-07-05,OUT,250,"Merchant Payment to 7922126 -     Completed                                          -250.00            5,055.48","SG54ONYY7C         2024-07-05 18:26:20   Merchant Payment to 7922126 -     Completed                                          -250.00            5,055.48",Other Merchant Payment
2024-07-05,OUT,57,"Pay Bill Charge                   Completed                                           -57.00            5,305.48","SG57MEOH3H         2024-07-05 08:37:16   Pay Bill Charge                   Completed                                           -57.00            5,305.48",Uncategorized
2024-07-05,OUT,13500,"Pay Bill Online to 4092803 -      Completed                                       -13,500.00            5,362.48","SG57MEOH3H         2024-07-05 08:37:16   Pay Bill Online to 4092803 -      Completed                                       -13,500.00            5,362.48",Uncategorized
2024-07-05,OUT,20,"Airtime Purchase                  Completed                                           -20.00           18,862.48","SG58MEGFZ6         2024-07-05 08:35:21   Airtime Purchase                  Completed                                           -20.00           18,862.48",Airtime/Data
2024-07-05,IN,17200,"Funds received from -             Completed                    17,200.00                               18,882.48","SG50MED49S         2024-07-05 08:34:29   Funds received from -             Completed                    17,200.00                               18,882.48",Income (P2P)
2024-07-04,OUT,13,"Customer Transfer of Funds        Completed                                           -13.00            1,682.48","SG44LTR7I2         2024-07-04 22:26:01   Customer Transfer of Funds        Completed                                           -13.00            1,682.48",Uncategorized
2024-07-04,OUT,1000,"Customer Transfer to -            Completed                                        -1,000.00            1,695.48","SG44LTR7I2         2024-07-04 22:26:01   Customer Transfer to -            Completed                                        -1,000.00            1,695.48",Personal Transfers
2024-07-04,OUT,34,"Pay Bill Charge                   Completed                                           -34.00            2,695.48","SG42L5BYCO         2024-07-04 19:40:33   Pay Bill Charge                   Completed                                           -34.00            2,695.48",Uncategorized
2024-07-04,OUT,4536,"Pay Bill Online to 722502 -       Completed                                        -4,536.00            2,729.48","SG42L5BYCO         2024-07-04 19:40:33   Pay Bill Online to 722502 -       Completed                                        -4,536.00            2,729.48",Uncategorized
2024-07-04,OUT,20,"Pay Bill Charge                   Completed                                           -20.00            7,265.48","SG47KLGZU5         2024-07-04 18:02:23   Pay Bill Charge                   Completed                                           -20.00            7,265.48",Uncategorized
2024-07-04,OUT,2000,"Pay Bill Online to 329329 - C2B   Completed                                        -2,000.00            7,285.48","SG47KLGZU5         2024-07-04 18:02:23   Pay Bill Online to 329329 - C2B   Completed                                        -2,000.00            7,285.48",Uncategorized
2024-07-04,IN,2030,"Funds received from -             Completed                     2,030.00                                9,285.48","SG41KKUS99         2024-07-04 17:58:47   Funds received from -             Completed                     2,030.00                                9,285.48",Income (P2P)
2024-07-04,OUT,7,"Customer Transfer of Funds        Completed                                            -7.00            7,255.48","SG48K6EL2U         2024-07-04 16:24:49   Customer Transfer of Funds        Completed                                            -7.00            7,255.48",Uncategorized
2024-07-04,OUT,280,"Customer Transfer to -       Completed                                               -280.00            7,262.48","SG48K6EL2U         2024-07-04 16:24:49   Customer Transfer to -       Completed                                               -280.00            7,262.48",Personal Transfers
2024-07-04,IN,280,"Funds received from -             Completed                          280.00                             7,542.48","SG44K5Z0YA         2024-07-04 16:21:37   Funds received from -             Completed                          280.00                             7,542.48",Income (P2P)
2024-07-04,IN,4500,"Business Payment from 329299 - Completed                        4,500.00                                7,262.48","SG41JM7JFT         2024-07-04 13:46:47   Business Payment from 329299 - Completed                        4,500.00                                7,262.48",Income (Business)
2024-07-04,OUT,3,"Pay Bill Charge                   Completed                                            -3.00            2,762.48","SG45IDZD5L         2024-07-04 07:36:58   Pay Bill Charge                   Completed                                            -3.00            2,762.48",Uncategorized
2024-07-04,OUT,50,"Pay Bill Online to 776611JAMII Completed                                              -50.00            2,765.48","SG45IDZD5L         2024-07-04 07:36:58   Pay Bill Online to 776611JAMII Completed                                              -50.00            2,765.48",Uncategorized
2024-07-04,IN,650,"Business Payment from 300600 - Completed                             650.00                             2,815.48","SG47I5NXYJ         2024-07-04 01:30:25   Business Payment from 300600 - Completed                             650.00                             2,815.48",Income (Business)
2024-07-04,OUT,2000,"Merchant Payment to 7481071 -     Completed                                        -2,000.00            2,165.48","SG41I4BHGP         2024-07-04 00:09:56   Merchant Payment to 7481071 -     Completed                                        -2,000.00            2,165.48",Other Merchant Payment
2024-07-03,OUT,130,"Merchant Payment to 7481071 -     Completed                                          -130.00            4,165.48","SG37I3304T         2024-07-03 23:29:45   Merchant Payment to 7481071 -     Completed                                          -130.00            4,165.48",Other Merchant Payment
2024-07-03,OUT,50,"Completed                                           -50.00            4,295.48","SG34I30ZDK         2024-07-03 23:28:26                                     Completed                                           -50.00            4,295.48",Uncategorized
2024-07-03,OUT,48,"Pay Bill Charge                   Completed                                           -48.00            4,345.48","SG34HY168I         2024-07-03 22:09:15   Pay Bill Charge                   Completed                                           -48.00            4,345.48",Uncategorized
2024-07-03,OUT,8000,"Pay Bill Online to 329329 - C2B   Completed                                        -8,000.00            4,393.48","SG34HY168I         2024-07-03 22:09:15   Pay Bill Online to 329329 - C2B   Completed                                        -8,000.00            4,393.48",Uncategorized
2024-07-03,OUT,7525,"M-Shwari Loan Repayment           Completed                                        -7,525.00           12,393.48","SG34HXW6YC         2024-07-03 22:07:45   M-Shwari Loan Repayment           Completed                                        -7,525.00           12,393.48",Savings/Loans
2024-07-03,OUT,70,"Merchant Payment to 7069260 -     Completed                                           -70.00            1,818.88","SG38HQ4NWQ         2024-07-03 21:04:34   Merchant Payment to 7069260 -     Completed                                           -70.00            1,818.88",Other Merchant Payment
2024-07-03,OUT,40,"Merchant Payment to 6045548 -     Completed                                           -40.00            1,888.88","SG35HPR9QL         2024-07-03 21:02:05   Merchant Payment to 6045548 -     Completed                                           -40.00            1,888.88",Other Merchant Payment
2024-07-03,IN,40,"Funds received from -             Completed                           40.00                             1,928.88","SG38HOA0QQ         2024-07-03 20:52:44   Funds received from -             Completed                           40.00                             1,928.88",Income (P2P)
2024-07-03,OUT,7,"Customer Transfer of Funds        Completed                                            -7.00            1,888.88","SG30GX6Z96         2024-07-03 18:37:47   Customer Transfer of Funds        Completed                                            -7.00            1,888.88",Uncategorized
2024-07-03,OUT,138,"Customer Transfer to -            Completed                                          -138.00            1,895.88","SG30GX6Z96         2024-07-03 18:37:47   Customer Transfer to -            Completed                                          -138.00            1,895.88",Personal Transfers
2024-07-03,OUT,350,"Merchant Payment to 845853 -      Completed                                          -350.00            2,033.88","SG39GL71UT         2024-07-03 17:30:40   Merchant Payment to 845853 -      Completed                                          -350.00            2,033.88",Other Merchant Payment
2024-07-03,OUT,30,"Customer Transfer to -            Completed                                           -30.00            2,383.88","SG34GKGCRS         2024-07-03 17:26:04   Customer Transfer to -            Completed                                           -30.00            2,383.88",Personal Transfers
2024-07-03,OUT,20,"Airtime Purchase                  Completed                                           -20.00            2,413.88","SG34GK643U         2024-07-03 17:24:20   Airtime Purchase                  Completed                                           -20.00            2,413.88",Airtime/Data
2024-07-03,OUT,50,"Customer Transfer to -            Completed                                           -50.00            2,433.88","SG35GIQDYD         2024-07-03 17:15:19   Customer Transfer to -            Completed                                           -50.00            2,433.88",Personal Transfers
2024-07-02,IN,1000,"Funds received from -             Completed                     1,000.00                                2,483.88","SG24D4EPBW         2024-07-02 18:46:49   Funds received from -             Completed                     1,000.00                                2,483.88",Income (P2P)
2024-07-02,OUT,3,"Pay Bill Charge                   Completed                                            -3.00            1,483.88","SG27CVBDF5         2024-07-02 17:53:41   Pay Bill Charge                   Completed                                            -3.00            1,483.88",Uncategorized
2024-07-02,OUT,50,"Pay Bill Online to 776611JAMII Completed                                              -50.00            1,486.88","SG27CVBDF5         2024-07-02 17:53:41   Pay Bill Online to 776611JAMII Completed                                              -50.00            1,486.88",Uncategorized
2024-07-02,OUT,13,"Customer Transfer of Funds        Completed                                           -13.00            1,536.88","SG24C21M8E         2024-07-02 14:04:11   Customer Transfer of Funds        Completed                                           -13.00            1,536.88",Uncategorized
2024-07-02,OUT,565,"Customer Transfer to -            Completed                                          -565.00            1,549.88","SG24C21M8E         2024-07-02 14:04:11   Customer Transfer to -            Completed                                          -565.00            1,549.88",Personal Transfers
2024-07-02,OUT,60,"Customer Transfer to -            Completed                                           -60.00            2,114.88","SG27BZUO43         2024-07-02 13:46:52   Customer Transfer to -            Completed                                           -60.00            2,114.88",Personal Transfers
2024-07-02,OUT,125,"Merchant Payment to 6299280 - Completed                                              -125.00            2,174.88","SG24ASKPB0         2024-07-02 07:40:41   Merchant Payment to 6299280 - Completed                                              -125.00            2,174.88",Other Merchant Payment
2024-07-01,OUT,60,"Merchant Payment to 6762540 -     Completed                                           -60.00            2,299.88","SG11AAPFMJ         2024-07-01 21:53:28   Merchant Payment to 6762540 -     Completed                                           -60.00            2,299.88",Other Merchant Payment
2024-07-01,OUT,350,"Merchant Payment to 5039004 -     Completed                                          -350.00            2,359.88","SG19AA8HS1         2024-07-01 21:49:12   Merchant Payment to 5039004 -     Completed                                          -350.00            2,359.88",Other Merchant Payment
2024-07-01,OUT,20,"Completed                                           -20.00            2,709.88","SG15A8MWMV         2024-07-01 21:36:19                                     Completed                                           -20.00            2,709.88",Uncategorized
2024-07-01,OUT,200,"Merchant Payment to 6805739 -     Completed                                          -200.00            2,729.88","SG13A5JG2L         2024-07-01 21:13:32   Merchant Payment to 6805739 -     Completed                                          -200.00            2,729.88",Other Merchant Payment
2024-07-01,OUT,50,"Pay Bill to 7118181 - ZURI        Completed                                           -50.00            2,929.88","SG18A1VZL0         2024-07-01 20:50:03   Pay Bill to 7118181 - ZURI        Completed                                           -50.00            2,929.88",Uncategorized
2024-07-01,OUT,20,"Customer Transfer to -            Completed                                           -20.00            2,979.88","SG108YXI7U         2024-07-01 17:31:01   Customer Transfer to -            Completed                                           -20.00            2,979.88",Personal Transfers
2024-07-01,OUT,20,"Completed                                           -20.00            2,999.88","SG118TY7QH         2024-07-01 16:59:22                                     Completed                                           -20.00            2,999.88",Uncategorized
2024-07-01,OUT,20,"Airtime Purchase                  Completed                                           -20.00            3,019.88","SG168QXORI         2024-07-01 16:38:53   Airtime Purchase                  Completed                                           -20.00            3,019.88",Airtime/Data
2024-07-01,OUT,250,"Merchant Payment to 6494884 -     Completed                                          -250.00            3,039.88","SG138NW5AZ         2024-07-01 16:17:24   Merchant Payment to 6494884 -     Completed                                          -250.00            3,039.88",Other Merchant Payment
2024-07-01,OUT,7,"Customer Transfer of Funds        Completed                                            -7.00            3,289.88","SG138KQQBH         2024-07-01 15:54:04   Customer Transfer of Funds        Completed                                            -7.00            3,289.88",Uncategorized
2024-07-01,OUT,500,"Customer Transfer to -            Completed                                          -500.00            3,296.88","SG138KQQBH         2024-07-01 15:54:04   Customer Transfer to -            Completed                                          -500.00            3,296.88",Personal Transfers
2024-07-01,OUT,50,"Customer Payment to Small          Completed                                          -50.00            3,796.88","SG138GBNFF         2024-07-01 15:21:18   Customer Payment to Small          Completed                                          -50.00            3,796.88",Uncategorized
2024-07-01,OUT,20,"Airtime Purchase                   Completed                                          -20.00            3,846.88","SG128CNOWS         2024-07-01 14:54:14   Airtime Purchase                   Completed                                          -20.00            3,846.88",Airtime/Data
2024-07-01,OUT,140,"Merchant Payment to 5047995 -      Completed                                         -140.00            3,866.88","SG158989V5         2024-07-01 14:29:17   Merchant Payment to 5047995 -      Completed                                         -140.00            3,866.88",Other Merchant Payment
2024-07-01,OUT,20,"Airtime Purchase                   Completed                                          -20.00            4,006.88","SG127Q02RA         2024-07-01 12:11:08   Airtime Purchase                   Completed                                          -20.00            4,006.88",Airtime/Data
2024-07-01,OUT,20,"Completed                                          -20.00            4,026.88","SG187EZSR2         2024-07-01 10:47:10                                      Completed                                          -20.00            4,026.88",Uncategorized
2024-07-01,OUT,20,"Completed                                          -20.00            4,046.88","SG116WJ739         2024-07-01 08:13:12                                      Completed                                          -20.00            4,046.88",Uncategorized
2024-07-01,OUT,80,"Pay Bill to 7118181 - ZURI         Completed                                          -80.00            4,066.88","SG196SF7S5         2024-07-01 07:30:46   Pay Bill to 7118181 - ZURI         Completed                                          -80.00            4,066.88",Uncategorized
2024-06-30,OUT,20,"Airtime Purchase                   Completed                                          -20.00            4,146.88","SFU55HFD7N         2024-06-30 18:49:34   Airtime Purchase                   Completed                                          -20.00            4,146.88",Airtime/Data
2024-06-30,OUT,7,"Customer Transfer of Funds         Completed                                           -7.00            4,166.88","SFU553KNT5         2024-06-30 17:23:37   Customer Transfer of Funds         Completed                                           -7.00            4,166.88",Uncategorized
2024-06-30,OUT,429,"Customer Transfer to -             Completed                                         -429.00            4,173.88","SFU553KNT5         2024-06-30 17:23:37   Customer Transfer to -             Completed                                         -429.00            4,173.88",Personal Transfers
2024-06-30,OUT,400,"Merchant Payment Online to         Completed                                         -400.00            4,602.88","SFU44Y4CN2         2024-06-30 16:44:54   Merchant Payment Online to         Completed                                         -400.00            4,602.88",Other Merchant Payment
2024-06-30,OUT,5,"Pay Bill Charge                    Completed                                           -5.00            5,002.88","SFU44LGV5W         2024-06-30 15:10:11   Pay Bill Charge                    Completed                                           -5.00            5,002.88",Uncategorized
2024-06-30,OUT,400,"Pay Bill Online to 888880 - KPLC   Completed                                         -400.00            5,007.88","SFU44LGV5W         2024-06-30 15:10:11   Pay Bill Online to 888880 - KPLC   Completed                                         -400.00            5,007.88",Utilities
2024-06-30,IN,5000,"Deposit of Funds at Agent Till     Completed                    5,000.00                                5,407.88","SFU54FYBPL         2024-06-30 14:28:41   Deposit of Funds at Agent Till     Completed                    5,000.00                                5,407.88",Uncategorized
2024-06-30,OUT,50,Pay Bill to 7118181 - ZURI         Completed                                          -50.00              407.88,SFU64CLMVG         2024-06-30 14:03:05   Pay Bill to 7118181 - ZURI         Completed                                          -50.00              407.88,Uncategorized
2024-06-30,OUT,20,Completed                                          -20.00              457.88,SFU54C01JT         2024-06-30 13:58:27                                      Completed                                          -20.00              457.88,Uncategorized
2024-06-30,OUT,20,Airtime Purchase                   Completed                                          -20.00              477.88,SFU34BSDTX         2024-06-30 13:56:45   Airtime Purchase                   Completed                                          -20.00              477.88,Airtime/Data
2024-06-29,OUT,20,Airtime Purchase                   Completed                                          -20.00              497.88,SFT512W5FP         2024-06-29 16:04:18   Airtime Purchase                   Completed                                          -20.00              497.88,Airtime/Data
2024-06-29,OUT,40,Merchant Payment to 7690382 -      Completed                                          -40.00              517.88,SFT1ZCMWJB         2024-06-29 12:52:31   Merchant Payment to 7690382 -      Completed                                          -40.00              517.88,Other Merchant Payment
2024-06-28,OUT,40,Merchant Payment to 7690382 -      Completed                                          -40.00              557.88,SFS6WSD3GY         2024-06-28 18:20:16   Merchant Payment to 7690382 -      Completed                                          -40.00              557.88,Other Merchant Payment
2024-06-28,OUT,7,Customer Transfer of Funds         Completed                                           -7.00              597.88,SFS7VT9P71         2024-06-28 14:23:09   Customer Transfer of Funds         Completed                                           -7.00              597.88,Uncategorized
2024-06-28,OUT,470,Customer Transfer to -             Completed                                         -470.00              604.88,SFS7VT9P71         2024-06-28 14:23:09   Customer Transfer to -             Completed                                         -470.00              604.88,Personal Transfers
2024-06-28,OUT,7,"Customer Transfer of Funds         Completed                                           -7.00            1,074.88","SFS6VOL3YS         2024-06-28 13:49:07   Customer Transfer of Funds         Completed                                           -7.00            1,074.88",Uncategorized
2024-06-28,OUT,330,"Customer Transfer to -             Completed                                         -330.00            1,081.88","SFS6VOL3YS         2024-06-28 13:49:07   Customer Transfer to -             Completed                                         -330.00            1,081.88",Personal Transfers
2024-06-28,OUT,20,"Airtime Purchase                   Completed                                          -20.00            1,411.88","SFS6VO6TP6         2024-06-28 13:46:14   Airtime Purchase                   Completed                                          -20.00            1,411.88",Airtime/Data
2024-06-28,OUT,20,"Completed                                          -20.00            1,431.88","SFS2VLNPKM         2024-06-28 13:28:10                                      Completed                                          -20.00            1,431.88",Uncategorized
2024-06-28,OUT,75,"Customer Payment to Small        Completed                                            -75.00            1,451.88","SFS3UMGTSD         2024-06-28 08:43:38   Customer Payment to Small        Completed                                            -75.00            1,451.88",Uncategorized
2024-06-26,OUT,20,"Completed                                          -20.00            1,526.88","SFQ3Q288TZ         2024-06-26 20:03:16                                      Completed                                          -20.00            1,526.88",Uncategorized
2024-06-26,OUT,20,"Airtime Purchase                   Completed                                          -20.00            1,546.88","SFQ7OQLMSL         2024-06-26 15:01:56   Airtime Purchase                   Completed                                          -20.00            1,546.88",Airtime/Data
2024-06-25,OUT,7,"Customer Transfer of Funds         Completed                                           -7.00            1,566.88","SFP8LKD2A2         2024-06-25 15:49:42   Customer Transfer of Funds         Completed                                           -7.00            1,566.88",Uncategorized
2024-06-25,OUT,300,"Customer Transfer to -             Completed                                         -300.00            1,573.88","SFP8LKD2A2         2024-06-25 15:49:42   Customer Transfer to -             Completed                                         -300.00            1,573.88",Personal Transfers
2024-06-25,OUT,10,"Pay Bill Online to 826915 -        Completed                                          -10.00            1,873.88","SFP1LD2K19         2024-06-25 14:41:54   Pay Bill Online to 826915 -        Completed                                          -10.00            1,873.88",Uncategorized
2024-06-25,OUT,20,"Completed                                          -20.00            1,883.88","SFP7L9UWGT         2024-06-25 14:12:35                                      Completed                                          -20.00            1,883.88",Uncategorized
2024-06-25,OUT,70,"Customer Transfer to -             Completed                                          -70.00            1,903.88","SFP3L8IW95         2024-06-25 14:00:38   Customer Transfer to -             Completed                                          -70.00            1,903.88",Personal Transfers
2024-06-25,OUT,50,"Customer Transfer to -             Completed                                          -50.00            1,973.88","SFP6L6VOX6         2024-06-25 13:46:24   Customer Transfer to -             Completed                                          -50.00            1,973.88",Personal Transfers
2024-06-25,OUT,20,"Completed                                          -20.00            2,023.88","SFP3L23TRL         2024-06-25 13:06:31                                      Completed                                          -20.00            2,023.88",Uncategorized
2024-06-25,OUT,20,"Airtime Purchase                   Completed                                          -20.00            2,043.88","SFP1KRU19J         2024-06-25 11:38:40   Airtime Purchase                   Completed                                          -20.00            2,043.88",Airtime/Data
2024-06-24,OUT,150,"Merchant Payment to 6171996 -      Completed                                         -150.00            2,063.88","SFO4IGEATC         2024-06-24 17:48:46   Merchant Payment to 6171996 -      Completed                                         -150.00            2,063.88",Other Merchant Payment
2024-06-24,OUT,20,"Airtime Purchase                   Completed                                          -20.00            2,213.88","SFO1IF91MB         2024-06-24 17:41:29   Airtime Purchase                   Completed                                          -20.00            2,213.88",Airtime/Data
2024-06-24,OUT,20,"Completed                                          -20.00            2,233.88","SFO2I8UDH6         2024-06-24 16:58:15                                      Completed                                          -20.00            2,233.88",Uncategorized
2024-06-24,OUT,50,"Pay Bill to 7118181 - ZURI         Completed                                          -50.00            2,253.88","SFO1I7CAJF         2024-06-24 16:47:11   Pay Bill to 7118181 - ZURI         Completed                                          -50.00            2,253.88",Uncategorized
2024-06-24,OUT,60,"Customer Transfer to -             Completed                                          -60.00            2,303.88","SFO9I56J2T         2024-06-24 16:30:56   Customer Transfer to -             Completed                                          -60.00            2,303.88",Personal Transfers
2024-06-24,OUT,240,"Merchant Payment to 6614264 - Completed                                              -240.00            2,363.88","SFO6HW31DK         2024-06-24 15:16:41   Merchant Payment to 6614264 - Completed                                              -240.00            2,363.88",Other Merchant Payment
2024-06-24,OUT,200,"Merchant Payment Online to         Completed                                         -200.00            2,603.88","SFO2HB2CT6         2024-06-24 12:26:46   Merchant Payment Online to         Completed                                         -200.00            2,603.88",Other Merchant Payment
2024-06-24,OUT,20,"Airtime Purchase                   Completed                                          -20.00            2,803.88","SFO6HASQZU         2024-06-24 12:24:35   Airtime Purchase                   Completed                                          -20.00            2,803.88",Airtime/Data
2024-06-24,OUT,226.12,"OD Loan Repayment to 232323 - Completed                                              -226.12             2,823.88","SFO0GVHAHE         2024-06-24 10:15:28   OD Loan Repayment to 232323 - Completed                                              -226.12             2,823.88",Savings/Loans
2024-06-24,IN,3050,"Funds received from -              Completed                    3,050.00                                 3,050.00","SFO3GVH29D         2024-06-24 10:15:28   Funds received from -              Completed                    3,050.00                                 3,050.00",Income (P2P)
2024-06-23,OUT,20,Airtime Purchase with Fuliza       Completed                                          -20.00                  0.00,SFN0FETAKC         2024-06-23 19:34:03   Airtime Purchase with Fuliza       Completed                                          -20.00                  0.00,Airtime/Data
2024-06-23,OUT,20,OverDraft of Credit Party          Completed                          20.00                                 20.00,SFN0FETAKC         2024-06-23 19:34:03   OverDraft of Credit Party          Completed                          20.00                                 20.00,Uncategorized
2024-06-23,OUT,20,Airtime Purchase with Fuliza       Completed                                          -20.00                  0.00,SFN0F0BYQ4         2024-06-23 18:11:47   Airtime Purchase with Fuliza       Completed                                          -20.00                  0.00,Airtime/Data
2024-06-23,OUT,20,OverDraft of Credit Party          Completed                          20.00                                 20.00,SFN0F0BYQ4         2024-06-23 18:11:47   OverDraft of Credit Party          Completed                          20.00                                 20.00,Uncategorized
2024-06-23,OUT,1100,"Merchant Payment Fuliza M-Pesa Completed                                           -1,100.00                  0.00","SFN5EEFIG3         2024-06-23 15:21:34   Merchant Payment Fuliza M-Pesa Completed                                           -1,100.00                  0.00",Other Merchant Payment
2024-06-23,OUT,183.88,"OverDraft of Credit Party          Completed                         183.88                              1,100.00","SFN5EEFIG3         2024-06-23 15:21:34   OverDraft of Credit Party          Completed                         183.88                              1,100.00",Uncategorized
2024-06-23,OUT,20,Completed                                          -20.00               916.12,SFN5E5B78P         2024-06-23 14:04:26                                      Completed                                          -20.00               916.12,Uncategorized
2024-06-23,OUT,90,Customer Transfer to -             Completed                                          -90.00               936.12,SFN5E20LUD         2024-06-23 13:36:38   Customer Transfer to -             Completed                                          -90.00               936.12,Personal Transfers
2024-06-23,OUT,20,"Airtime Purchase                   Completed                                          -20.00             1,026.12","SFN9E1HKSJ         2024-06-23 13:32:06   Airtime Purchase                   Completed                                          -20.00             1,026.12",Airtime/Data
2024-06-23,OUT,5,"Merchant Payment to 6299280 - Completed                                                -5.00             1,046.12","SFN5DN5ULD         2024-06-23 11:18:21   Merchant Payment to 6299280 - Completed                                                -5.00             1,046.12",Other Merchant Payment
2024-06-23,OUT,50,"Customer Transfer to -             Completed                                          -50.00             1,051.12","SFN3DM628H         2024-06-23 11:08:50   Customer Transfer to -             Completed                                          -50.00             1,051.12",Personal Transfers
2024-06-23,OUT,7,"Customer Transfer of Funds         Completed                                           -7.00             1,101.12","SFN9D8VUXT         2024-06-23 08:58:31   Customer Transfer of Funds         Completed                                           -7.00             1,101.12",Uncategorized
2024-06-23,OUT,500,"Customer Transfer to -             Completed                                         -500.00             1,108.12","SFN9D8VUXT         2024-06-23 08:58:31   Customer Transfer to -             Completed                                         -500.00             1,108.12",Personal Transfers
2024-06-22,OUT,5,"Pay Bill Charge                    Completed                                           -5.00             1,608.12","SFM5BLJVSF         2024-06-22 18:28:34   Pay Bill Charge                    Completed                                           -5.00             1,608.12",Uncategorized
2024-06-22,OUT,200,"Pay Bill Online to 888880 - KPLC   Completed                                         -200.00             1,613.12","SFM5BLJVSF         2024-06-22 18:28:34   Pay Bill Online to 888880 - KPLC   Completed                                         -200.00             1,613.12",Utilities
2024-06-22,OUT,60,"Customer Transfer to -             Completed                                          -60.00             1,813.12","SFM7ARIPMP         2024-06-22 14:53:06   Customer Transfer to -             Completed                                          -60.00             1,813.12",Personal Transfers
2024-06-22,OUT,500,"Merchant Payment to 7922126 -      Completed                                         -500.00             1,873.12","SFM5AQKUWR         2024-06-22 14:45:39   Merchant Payment to 7922126 -      Completed                                         -500.00             1,873.12",Other Merchant Payment
2024-06-22,IN,250,"Funds received from -              Completed                         250.00                              2,373.12","SFM7APRO7T         2024-06-22 14:39:11   Funds received from -              Completed                         250.00                              2,373.12",Income (P2P)
2024-06-22,IN,150,"Funds received from -              Completed                         150.00                              2,123.12","SFM9A1LL1F         2024-06-22 11:25:07   Funds received from -              Completed                         150.00                              2,123.12",Income (P2P)
2024-06-22,OUT,245,"Merchant Payment to 6299280 - Completed                                              -245.00             1,973.12","SFM49T137U         2024-06-22 10:11:40   Merchant Payment to 6299280 - Completed                                              -245.00             1,973.12",Other Merchant Payment
2024-06-22,OUT,20,"Airtime Purchase                   Completed                                          -20.00             2,218.12","SFM79SPFOV         2024-06-22 10:08:46   Airtime Purchase                   Completed                                          -20.00             2,218.12",Airtime/Data
2024-06-21,OUT,100,"Merchant Payment to 953786 -       Completed                                         -100.00             2,238.12","SFL88YD15M         2024-06-21 22:12:08   Merchant Payment to 953786 -       Completed                                         -100.00             2,238.12",Other Merchant Payment
2024-06-21,OUT,380,"Merchant Payment to 7481071 -      Completed                                         -380.00             2,338.12","SFL38S8ABN         2024-06-21 21:17:39   Merchant Payment to 7481071 -      Completed                                         -380.00             2,338.12",Other Merchant Payment
2024-06-21,OUT,20,"Airtime Purchase                   Completed                                          -20.00             2,718.12","SFL98KKF3D         2024-06-21 20:26:37   Airtime Purchase                   Completed                                          -20.00             2,718.12",Airtime/Data
2024-06-21,OUT,7,"Customer Transfer of Funds         Completed                                           -7.00             2,738.12","SFL47LP1T6         2024-06-21 17:17:51   Customer Transfer of Funds         Completed                                           -7.00             2,738.12",Uncategorized
2024-06-21,OUT,400,"Customer Transfer to -             Completed                                         -400.00             2,745.12","SFL47LP1T6         2024-06-21 17:17:51   Customer Transfer to -             Completed                                         -400.00             2,745.12",Personal Transfers
2024-06-21,OUT,3,"Pay Bill Charge                    Completed                                           -3.00             3,145.12","SFL37CI1P5         2024-06-21 16:10:43   Pay Bill Charge                    Completed                                           -3.00             3,145.12",Uncategorized
2024-06-21,OUT,50,"Pay Bill Online to 776611JAMII Completed                                              -50.00             3,148.12","SFL37CI1P5         2024-06-21 16:10:43   Pay Bill Online to 776611JAMII Completed                                              -50.00             3,148.12",Uncategorized
2024-06-21,OUT,60,"Customer Transfer to -             Completed                                          -60.00             3,198.12","SFL872V8DW         2024-06-21 14:52:44   Customer Transfer to -             Completed                                          -60.00             3,198.12",Personal Transfers
2024-06-21,OUT,13,"Customer Transfer of Funds         Completed                                          -13.00             3,258.12","SFL26XXEVK         2024-06-21 14:13:27   Customer Transfer of Funds         Completed                                          -13.00             3,258.12",Uncategorized
2024-06-21,OUT,600,"Customer Transfer to -        Completed                                              -600.00             3,271.12","SFL26XXEVK         2024-06-21 14:13:27   Customer Transfer to -        Completed                                              -600.00             3,271.12",Personal Transfers
2024-06-21,IN,4050,"Funds received from -              Completed                    4,050.00                                 4,050.00","SFL96VFNDL         2024-06-21 13:53:54   Funds received from -              Completed                    4,050.00                                 4,050.00",Income (P2P)
